team,stat,value,class,table,target,league,country,season
vs. Banfield,Att (GK),253.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Barracas Central,Att (GK),268.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Belgrano,Att (GK),286.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Boca Juniors,Att (GK),208.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Att (GK),263.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Defensa y Just,Att (GK),233.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Att (GK),263.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Estudiantes,Att (GK),269.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Att (GK),284.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Godoy Cruz,Att (GK),226.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Huracán,Att (GK),274.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente,Att (GK),207.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Att (GK),245.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Instituto,Att (GK),265.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Lanús,Att (GK),260.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Newell's OB,Att (GK),242.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Platense,Att (GK),256.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Racing Club,Att (GK),285.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. River Plate,Att (GK),249.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Rosario Central,Att (GK),314.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. San Lorenzo,Att (GK),227.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Sarmiento,Att (GK),232.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Talleres,Att (GK),211.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Tigre,Att (GK),311.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Unión,Att (GK),198.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Att (GK),264.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Arg Juniors,TI,39.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,TI,51.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Banfield,TI,36.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Barracas Central,TI,37.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Belgrano,TI,41.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Boca Juniors,TI,27.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,TI,36.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Defensa y Just,TI,44.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,TI,59.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Estudiantes,TI,52.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,TI,60.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Godoy Cruz,TI,39.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Huracán,TI,54.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente,TI,43.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,TI,44.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Instituto,TI,47.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Lanús,TI,42.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Newell's OB,TI,53.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Platense,TI,59.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Racing Club,TI,37.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. River Plate,TI,44.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Rosario Central,TI,37.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. San Lorenzo,TI,32.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Sarmiento,TI,59.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Talleres,TI,42.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Tigre,TI,60.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Unión,TI,39.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,TI,36.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Arg Juniors,%deLanzamientos,64.9,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,%deLanzamientos,39.1,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Banfield,%deLanzamientos,49.4,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Barracas Central,%deLanzamientos,48.1,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Belgrano,%deLanzamientos,53.1,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Boca Juniors,%deLanzamientos,48.6,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,%deLanzamientos,48.3,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Defensa y Just,%deLanzamientos,45.9,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,%deLanzamientos,46.4,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Estudiantes,%deLanzamientos,46.5,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,%deLanzamientos,37.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Godoy Cruz,%deLanzamientos,35.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Huracán,%deLanzamientos,31.4,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente,%deLanzamientos,38.6,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,%deLanzamientos,40.4,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Instituto,%deLanzamientos,35.5,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Lanús,%deLanzamientos,31.2,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Newell's OB,%deLanzamientos,38.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Platense,%deLanzamientos,34.8,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Racing Club,%deLanzamientos,50.9,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. River Plate,%deLanzamientos,64.7,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Rosario Central,%deLanzamientos,46.8,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. San Lorenzo,%deLanzamientos,58.1,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Sarmiento,%deLanzamientos,37.9,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Talleres,%deLanzamientos,48.3,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Tigre,%deLanzamientos,40.2,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Unión,%deLanzamientos,40.4,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,%deLanzamientos,42.4,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Arg Juniors,Long. prom.,49.1,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,Long. prom.,36.5,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Banfield,Long. prom.,40.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Barracas Central,Long. prom.,38.5,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Belgrano,Long. prom.,42.3,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Boca Juniors,Long. prom.,40.2,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Long. prom.,39.6,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Defensa y Just,Long. prom.,39.5,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Long. prom.,40.4,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Estudiantes,Long. prom.,39.4,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Long. prom.,33.9,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Godoy Cruz,Long. prom.,34.2,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Huracán,Long. prom.,32.8,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente,Long. prom.,34.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Long. prom.,36.9,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Instituto,Long. prom.,33.4,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Lanús,Long. prom.,32.7,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Newell's OB,Long. prom.,36.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Platense,Long. prom.,34.8,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Racing Club,Long. prom.,40.3,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. River Plate,Long. prom.,46.5,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Rosario Central,Long. prom.,39.7,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. San Lorenzo,Long. prom.,43.5,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Sarmiento,Long. prom.,36.0,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Talleres,Long. prom.,40.1,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Tigre,Long. prom.,36.3,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Unión,Long. prom.,37.5,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Long. prom.,35.9,Pases,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Arg Juniors,Int.,117.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,Int.,115.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Banfield,Int.,101.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Barracas Central,Int.,90.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Belgrano,Int.,79.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Boca Juniors,Int.,85.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Int.,98.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Defensa y Just,Int.,116.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Int.,77.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Estudiantes,Int.,114.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Int.,121.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Godoy Cruz,Int.,98.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Huracán,Int.,105.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente,Int.,83.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Int.,95.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Instituto,Int.,122.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Lanús,Int.,82.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Newell's OB,Int.,103.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Platense,Int.,97.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Racing Club,Int.,126.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. River Plate,Int.,123.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Rosario Central,Int.,105.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. San Lorenzo,Int.,102.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Sarmiento,Int.,90.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Talleres,Int.,113.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Tigre,Int.,99.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Unión,Int.,110.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Int.,95.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Arg Juniors,%deLanzamientos,70.1,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,%deLanzamientos,41.7,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Banfield,%deLanzamientos,53.5,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Barracas Central,%deLanzamientos,54.4,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Belgrano,%deLanzamientos,58.2,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Boca Juniors,%deLanzamientos,44.7,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,%deLanzamientos,44.9,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Defensa y Just,%deLanzamientos,34.5,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,%deLanzamientos,48.1,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Estudiantes,%deLanzamientos,64.9,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,%deLanzamientos,43.8,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Godoy Cruz,%deLanzamientos,34.7,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Huracán,%deLanzamientos,41.9,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente,%deLanzamientos,36.1,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,%deLanzamientos,54.7,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Instituto,%deLanzamientos,42.6,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Lanús,%deLanzamientos,29.3,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Newell's OB,%deLanzamientos,38.8,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Platense,%deLanzamientos,40.2,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Racing Club,%deLanzamientos,57.9,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. River Plate,%deLanzamientos,68.3,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Rosario Central,%deLanzamientos,70.5,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. San Lorenzo,%deLanzamientos,70.6,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Sarmiento,%deLanzamientos,40.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Talleres,%deLanzamientos,59.3,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Tigre,%deLanzamientos,37.4,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Unión,%deLanzamientos,60.9,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,%deLanzamientos,44.2,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Arg Juniors,Long. prom.,50.2,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,Long. prom.,38.6,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Banfield,Long. prom.,43.5,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Barracas Central,Long. prom.,42.9,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Belgrano,Long. prom.,44.8,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Boca Juniors,Long. prom.,38.5,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Long. prom.,38.1,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Defensa y Just,Long. prom.,33.8,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Long. prom.,39.3,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Estudiantes,Long. prom.,47.5,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Long. prom.,39.6,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Godoy Cruz,Long. prom.,33.6,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Huracán,Long. prom.,37.1,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente,Long. prom.,34.1,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Long. prom.,44.6,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Instituto,Long. prom.,38.8,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Lanús,Long. prom.,32.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Newell's OB,Long. prom.,38.9,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Platense,Long. prom.,34.7,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Racing Club,Long. prom.,45.8,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. River Plate,Long. prom.,50.4,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Rosario Central,Long. prom.,53.1,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. San Lorenzo,Long. prom.,52.3,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Sarmiento,Long. prom.,35.2,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Talleres,Long. prom.,44.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Tigre,Long. prom.,37.4,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Unión,Long. prom.,45.0,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Long. prom.,38.3,Saques de meta,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Arg Juniors,Opp,237.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,Opp,170.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Banfield,Opp,192.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Barracas Central,Opp,144.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Belgrano,Opp,180.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Boca Juniors,Opp,202.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Opp,151.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Defensa y Just,Opp,190.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Opp,147.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Estudiantes,Opp,227.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Opp,232.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Godoy Cruz,Opp,173.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Huracán,Opp,176.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente,Opp,139.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Opp,160.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Instituto,Opp,191.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Lanús,Opp,161.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Newell's OB,Opp,194.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Platense,Opp,225.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Racing Club,Opp,185.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. River Plate,Opp,222.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Rosario Central,Opp,171.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. San Lorenzo,Opp,220.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Sarmiento,Opp,140.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Talleres,Opp,168.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Tigre,Opp,163.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Unión,Opp,192.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Opp,139.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Arg Juniors,Stp,16.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,Stp,11.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Banfield,Stp,10.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Barracas Central,Stp,8.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Belgrano,Stp,16.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Boca Juniors,Stp,12.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Stp,8.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Defensa y Just,Stp,13.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Stp,5.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Estudiantes,Stp,9.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Stp,11.0,Pases cruzados,Keeper Adv,Against,Liga Profesional,Argentina,2024
