team,stat,value,class,target,table,league,country,season
Gimnasia–LP,TP,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Godoy Cruz,TP,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Huracán,TP,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Independiente,TP,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Independiente Rivadavia,TP,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Instituto,TP,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Lanús,TP,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Newell's OB,TP,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Platense,TP,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Racing Club,TP,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
River Plate,TP,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Rosario Central,TP,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
San Lorenzo,TP,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Sarmiento,TP,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Talleres,TP,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Tigre,TP,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Unión,TP,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Vélez Sarsfield,TP,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Arg Juniors,TPint,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Atlé Tucumán,TPint,3.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Banfield,TPint,4.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Barracas Central,TPint,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Belgrano,TPint,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Boca Juniors,TPint,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,TPint,3.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Defensa y Just,TPint,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Deportivo Riestra,TPint,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Estudiantes,TPint,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Gimnasia–LP,TPint,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Godoy Cruz,TPint,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Huracán,TPint,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Independiente,TPint,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Independiente Rivadavia,TPint,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Instituto,TPint,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Lanús,TPint,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Newell's OB,TPint,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Platense,TPint,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Racing Club,TPint,3.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
River Plate,TPint,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Rosario Central,TPint,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
San Lorenzo,TPint,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Sarmiento,TPint,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Talleres,TPint,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Tigre,TPint,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Unión,TPint,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Vélez Sarsfield,TPint,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Arg Juniors,TA,22.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Atlé Tucumán,TA,21.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Banfield,TA,32.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Barracas Central,TA,20.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Belgrano,TA,27.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Boca Juniors,TA,35.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,TA,27.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Defensa y Just,TA,34.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Deportivo Riestra,TA,27.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Estudiantes,TA,27.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Gimnasia–LP,TA,28.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Godoy Cruz,TA,21.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Huracán,TA,26.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Independiente,TA,47.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Independiente Rivadavia,TA,26.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Instituto,TA,22.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Lanús,TA,28.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Newell's OB,TA,29.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Platense,TA,30.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Racing Club,TA,30.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
River Plate,TA,27.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Rosario Central,TA,30.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
San Lorenzo,TA,20.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Sarmiento,TA,27.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Talleres,TA,27.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Tigre,TA,20.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Unión,TA,32.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Vélez Sarsfield,TA,28.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Arg Juniors,TR,3.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Atlé Tucumán,TR,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Banfield,TR,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Barracas Central,TR,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Belgrano,TR,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Boca Juniors,TR,3.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,TR,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Defensa y Just,TR,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Deportivo Riestra,TR,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Estudiantes,TR,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Gimnasia–LP,TR,3.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Godoy Cruz,TR,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Huracán,TR,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Independiente,TR,3.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Independiente Rivadavia,TR,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Instituto,TR,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Lanús,TR,5.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Newell's OB,TR,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Platense,TR,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Racing Club,TR,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
River Plate,TR,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Rosario Central,TR,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
San Lorenzo,TR,0.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Sarmiento,TR,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Talleres,TR,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Tigre,TR,1.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Unión,TR,3.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Vélez Sarsfield,TR,2.0,Rendimiento,For,Standard,Liga Profesional,Argentina,2024
Arg Juniors,xG,8.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Atlé Tucumán,xG,14.9,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Banfield,xG,12.8,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Barracas Central,xG,7.7,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Belgrano,xG,11.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Boca Juniors,xG,12.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,xG,10.5,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Defensa y Just,xG,11.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Deportivo Riestra,xG,12.9,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Estudiantes,xG,12.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Gimnasia–LP,xG,13.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Godoy Cruz,xG,13.0,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Huracán,xG,11.5,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Independiente,xG,7.9,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Independiente Rivadavia,xG,8.5,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Instituto,xG,9.8,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Lanús,xG,10.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Newell's OB,xG,11.1,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Platense,xG,10.5,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Racing Club,xG,15.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
River Plate,xG,16.9,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Rosario Central,xG,10.9,Expectativa,For,Standard,Liga Profesional,Argentina,2024
San Lorenzo,xG,10.2,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Sarmiento,xG,9.1,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Talleres,xG,11.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Tigre,xG,10.5,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Unión,xG,12.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Vélez Sarsfield,xG,12.8,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Arg Juniors,npxG,7.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Atlé Tucumán,npxG,12.5,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Banfield,npxG,9.7,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Barracas Central,npxG,7.7,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Belgrano,npxG,11.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Boca Juniors,npxG,11.8,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,npxG,8.1,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Defensa y Just,npxG,11.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Deportivo Riestra,npxG,11.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Estudiantes,npxG,10.8,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Gimnasia–LP,npxG,12.8,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Godoy Cruz,npxG,11.5,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Huracán,npxG,10.0,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Independiente,npxG,7.1,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Independiente Rivadavia,npxG,7.8,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Instituto,npxG,9.0,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Lanús,npxG,10.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Newell's OB,npxG,10.0,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Platense,npxG,9.8,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Racing Club,npxG,13.1,Expectativa,For,Standard,Liga Profesional,Argentina,2024
River Plate,npxG,15.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Rosario Central,npxG,10.1,Expectativa,For,Standard,Liga Profesional,Argentina,2024
San Lorenzo,npxG,8.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Sarmiento,npxG,8.3,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Talleres,npxG,11.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Tigre,npxG,9.7,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Unión,npxG,10.8,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Vélez Sarsfield,npxG,11.2,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Arg Juniors,xAG,5.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Atlé Tucumán,xAG,10.0,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Banfield,xAG,7.5,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Barracas Central,xAG,6.0,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Belgrano,xAG,9.2,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Boca Juniors,xAG,7.9,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,xAG,5.8,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Defensa y Just,xAG,8.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Deportivo Riestra,xAG,8.1,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Estudiantes,xAG,8.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Gimnasia–LP,xAG,10.1,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Godoy Cruz,xAG,9.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Huracán,xAG,7.2,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Independiente,xAG,5.0,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Independiente Rivadavia,xAG,6.8,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Instituto,xAG,7.2,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Lanús,xAG,7.2,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Newell's OB,xAG,7.5,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Platense,xAG,7.1,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Racing Club,xAG,10.9,Expectativa,For,Standard,Liga Profesional,Argentina,2024
River Plate,xAG,11.5,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Rosario Central,xAG,8.1,Expectativa,For,Standard,Liga Profesional,Argentina,2024
San Lorenzo,xAG,5.7,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Sarmiento,xAG,5.3,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Talleres,xAG,8.2,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Tigre,xAG,8.5,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Unión,xAG,8.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Vélez Sarsfield,xAG,9.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Arg Juniors,npxG+xAG,13.1,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Atlé Tucumán,npxG+xAG,22.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Banfield,npxG+xAG,17.3,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Barracas Central,npxG+xAG,13.8,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Belgrano,npxG+xAG,20.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Boca Juniors,npxG+xAG,19.7,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,npxG+xAG,13.9,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Defensa y Just,npxG+xAG,20.0,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Deportivo Riestra,npxG+xAG,19.5,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Estudiantes,npxG+xAG,19.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Gimnasia–LP,npxG+xAG,23.0,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Godoy Cruz,npxG+xAG,20.9,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Huracán,npxG+xAG,17.2,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Independiente,npxG+xAG,12.1,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Independiente Rivadavia,npxG+xAG,14.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Instituto,npxG+xAG,16.2,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Lanús,npxG+xAG,17.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Newell's OB,npxG+xAG,17.4,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Platense,npxG+xAG,16.9,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Racing Club,npxG+xAG,24.1,Expectativa,For,Standard,Liga Profesional,Argentina,2024
River Plate,npxG+xAG,26.9,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Rosario Central,npxG+xAG,18.2,Expectativa,For,Standard,Liga Profesional,Argentina,2024
San Lorenzo,npxG+xAG,14.2,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Sarmiento,npxG+xAG,13.6,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Talleres,npxG+xAG,19.8,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Tigre,npxG+xAG,18.2,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Unión,npxG+xAG,19.3,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Vélez Sarsfield,npxG+xAG,20.9,Expectativa,For,Standard,Liga Profesional,Argentina,2024
Arg Juniors,PrgC,176.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Atlé Tucumán,PrgC,105.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Banfield,PrgC,147.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Barracas Central,PrgC,139.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Belgrano,PrgC,147.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Boca Juniors,PrgC,150.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,PrgC,181.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Defensa y Just,PrgC,144.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Deportivo Riestra,PrgC,75.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Estudiantes,PrgC,174.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Gimnasia–LP,PrgC,173.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Godoy Cruz,PrgC,126.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Huracán,PrgC,130.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Independiente,PrgC,110.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Independiente Rivadavia,PrgC,132.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Instituto,PrgC,102.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Lanús,PrgC,133.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Newell's OB,PrgC,155.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Platense,PrgC,114.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Racing Club,PrgC,154.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
River Plate,PrgC,208.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Rosario Central,PrgC,131.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
San Lorenzo,PrgC,138.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Sarmiento,PrgC,82.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Talleres,PrgC,162.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Tigre,PrgC,205.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Unión,PrgC,123.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Vélez Sarsfield,PrgC,183.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Arg Juniors,PrgP,504.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Atlé Tucumán,PrgP,360.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Banfield,PrgP,332.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Barracas Central,PrgP,322.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Belgrano,PrgP,362.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Boca Juniors,PrgP,413.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,PrgP,462.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Defensa y Just,PrgP,381.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Deportivo Riestra,PrgP,287.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Estudiantes,PrgP,515.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Gimnasia–LP,PrgP,465.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Godoy Cruz,PrgP,322.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Huracán,PrgP,338.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Independiente,PrgP,356.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Independiente Rivadavia,PrgP,284.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Instituto,PrgP,324.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Lanús,PrgP,320.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
Newell's OB,PrgP,346.0,Progresión,For,Standard,Liga Profesional,Argentina,2024
